article_id,created_at,likes_counts,region,content,author_name,author_gender,author_address,author_avatar
5030420561531428,2024-05-04 23:58:16,0,贵州,节日快乐~,闹帅子,m,广东 广州,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/006p5t72ly8hjurvrs1l7j30u00u0424.jpg?KID=imgbed,tva&Expires=1714858302&ssig=py3cpdNFq4"
5030420561531428,2024-05-04 23:56:20,0,江苏,你和我爸爸同年，我能不能叫你一声爸爸,吼吼吼_-,m,江苏 徐州,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/71e52e95ly8gcgxd4fcojj20ro0ro76k.jpg?KID=imgbed,tva&Expires=1714858303&ssig=%2B1W91McHG7"
5030420561531428,2024-05-04 23:56:16,3,广东,雷总留给我们的或许不仅是一个伟大的公司，更是一种企业家精神[赞],走着的路船长,m,广东 深圳,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/bcf094e7ly8g3blj98dunj20u00u0wje.jpg?KID=imgbed,tva&Expires=1714858303&ssig=Oxws7sI8Nm"
5030420561531428,2024-05-04 23:55:24,0,山东,加油！！！,云知道Vin,m,山东,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/9e31c44dly8gy54zgz7o9j20e80e8jry.jpg?KID=imgbed,tva&Expires=1714858303&ssig=XQBhBitqG1"
5030420561531428,2024-05-04 23:54:59,0,湖南,一直很喜欢@雷军 总，此微博转自红米K40[嘻嘻][嘻嘻][嘻嘻],新征,m,湖南 长沙,"https://tvax1.sinaimg.cn/crop.0.0.120.120.180/734332bely8gyo0dwhx6mj203c03cdfn.jpg?KID=imgbed,tva&Expires=1714858303&ssig=TQ5WMDy8FH"
5030420561531428,2024-05-04 23:54:51,0,甘肃,永远热泪盈眶！//@雷军:永远年轻//@粜米杰哥:雷总依然是青年企业家[心][心][心],秋小呀_,f,湖北,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/0062hmobly8h568a3wnzxj30u00u00wl.jpg?KID=imgbed,tva&Expires=1714858303&ssig=JkHWNUUt03"
5030420561531428,2024-05-04 23:54:40,0,广西,[泪][泪],lLiN522,m,广西 南宁,"https://tvax4.sinaimg.cn/crop.0.0.1002.1002.180/006FWdLwly8gx22hz8ra3j30ru0ru0v8.jpg?KID=imgbed,tva&Expires=1714858303&ssig=WN2F63sYAb"
5030420561531428,2024-05-04 23:53:37,0,河南,6,可乐第一口值两块八,m,其他,"https://tvax4.sinaimg.cn/crop.0.0.510.510.180/006G7MRHly8h7noue3gkfj30e70e6mxi.jpg?KID=imgbed,tva&Expires=1714858303&ssig=v48P9Wd5nM"
5030420561531428,2024-05-04 23:52:24,0,湖南,喜欢雷总[努力][努力][努力],真空emmm-,f,贵州 毕节,"https://tvax3.sinaimg.cn/crop.0.0.1079.1079.180/008kIJckly8hkk4s3xxagj30tz0tzgoj.jpg?KID=imgbed,tva&Expires=1714858303&ssig=vwi8e48Np%2F"
5030420561531428,2024-05-04 23:51:58,0,山东,雷总是我的信仰,收拿爽歪歪心中自然嗨,m,山东 潍坊,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/0065p6G8ly8h6ekscg981j30u00u0js7.jpg?KID=imgbed,tva&Expires=1714858303&ssig=Wkw3LTwWix"
